Komentar,text_clean,Label_Teks,Label_Angka
"ini yg pd bahas potongan double, bikin kepikiran karena gw ga ngehan orangnya🙃",yang pd bahas potong double pikir saya tidak ngehan orang,Negatif,-1
𝔡 ☹️☹️☹️gua yg pp tiap hari gimana 10-28 0 Reply,yang pulang pergi tiap hari gimana,Negatif,-1
kenapa yg punya gaji UMR GRATIS,yang punya gaji umr gratis,Negatif,-1
"yaudah bawa kendaraan masing"" aja kyk dulu kn jdi nya macet panjang tuh daripada bayar 🤣",yaudah bawa kendara masing kyk dulu kn jdi macet panjang daripada bayar,Negatif,-1
Yaudah gausahhh ada yg di gratisin aja pak biar adilll,yaudah gausah yang gratisin pak adil,Negatif,-1
yaudah nego deh tj 4rb aja gimana? naik 500 perak biar ga kaget2 bgt pengeluaran🙏,yaudah nego transjakarta rb gimana naik perak tidak kaget keluar,Negatif,-1
yaudah siap2 jalanan penuh dgn kendaraan pribadi 😂,yaudah siap jalan penuh kendara pribadi,Negatif,-1
"123yayy bahkan lemburan gw di roti o goceng/jam, lembur 2 jam buat pp tj udh g ad kembalian :' 10-29 0 Reply",yayy bahkan lembur di roti o lima ribu jam lembur jam buat pulang pergi transjakarta g ad kembali,Negatif,-1
Tolong ye buat Transjakarta yg rute PIK supir nya jangan ke supir angkot bawa jangan ke punya jalanan sendiri itu jalanan umum bawa jangan kebut²an,ye buat transjakarta rute pik supir jangan supir mikrotrans bawa jangan punya jalan sendiri jalan umum bawa jangan kebut an,Negatif,-1
"Yee pak , pekerkja swasta yg naik busway, bukan malah pegawai negeri yg malah di gratiskan , sama aja pak , tunjangan mereka aja udh gede malah dpt lagi uang transport umum lagi 😭gak semua rakyat Indonesia itu pegawai negeri pak",yee pekerkja swasta naik busway bukan malah pegawai negeri malah gratis sama tunjang saja gede malah uang transport umum lagi gak semua rakyat indonesia pegawai negeri pak,Negatif,-1
yeppeoyo_cinca aku pengguna grab sedih mendengar ini😭 nanti kalo mau naik transum lagi udh 5k dong😭 mana kadang saldo suka 3.500 isinya 10-27 0 Reply,yeppeoyo cinca guna grab sedih dengar nanti kalau mau naik transportasi umum sudah k mana kadang uang suka isi,Negatif,-1
yey jangan dongh 10-27 0 Reply,yey jangan dongh,Negatif,-1
"yippessmile Ini mah naik bikin yg lain pengen punya kendaraan sendiri, terus yg kaya gw yg apa apa naik transum gimana? Pp senin-sabtu naik tj x sebulan 10-27 0 Reply",yippessmile mah naik ken punya kendara sendiri terus yang kaya yang apa apa naik transportasi umum gimana pulang pergi senin sabtu naik transjakarta x bulan,Negatif,-1
Yoga perekonomian lagi menurun. malah tarif nya di naekin .. rakyat lagi yang kena...😏 10-25 370 Reply,yoga ekonomi turun malah tarif di naekin rakyat yang kena,Negatif,-1
yoo demo . . .,yoo demo,Negatif,-1
"yu_candoit sengaja naik transum krn bisa lebih murah dan hemat, kalo tau gini mnding gue beli motor anjg 10-28 10 Reply",yu candoit sengaja naik transportasi umum bisa lebih murah hemat kalau gin mnding gue beli motor anjg,Negatif,-1
yu naik ojol aja yu,yu naik ojol yu,Negatif,-1
yudasiskariot saran saya dinaikin lagi.. bosen naik empet2an.. yak kali masa Bogor Jakarta berdiri.. 20rb juga gapapa.. asal duduk! fix nodebat.. 10-25 0 Reply,yudasiskariot saran dinaikin bosen naik empet yak kali masa bogor jakarta diri rb gapapa asal duduk fix nodebat,Negatif,-1
yuksjapan Semoga tahun depan kenaikan gaji bisa signifikan ya. Krn inflansi dan kenaikan gaji terkadang gk sesuai 10-28 0 Reply,yuksjapan moga tahun depan naik gaji signifikan karena inflansi naik gaji terkadang gk sesuai,Negatif,-1
"yulita gw berharap transum gratis, atau buat mahasiswa lah pake ktm jadi gratis.. ini malah naik 😭 jangan sampe abis ini jaklingko juga ada tarif nya. padahal udh banyak bgt org yg naik transum skrg. klo ini naik pasti nnti akan berkurang dan lebih pilih naik motor. akibatnya?, macet tambah parah, polusi meningkat huftt.. (cmiiw) 10-29 0 Reply",yulita harap transportasi umum gratis buat mahasiswa lah pake ktm jadi gratis malah naik jangan sampe abis mikrotrans ada tarif padahal banyak org naik transportasi umum skrg kalau naik nnti kurang lebih pilih naik motor akibat macet tambah parah polusi tingkat huftt cmiiw,Negatif,-1
yuppy____ Huaa😭😭😭😭 10-29 0 Reply,yuppy huaa,Negatif,-1
ywdh mending pake motor ae,ywdh mending pake motor ae,Negatif,-1
"zeekyraू•ᴗ•ू masalahnya mesin tap nya aja tuh kadang ga sesuai jadi keitung double, ditambah ini kalo bener naik 5 ribu trs mesin tap diitung double gimana tuh, seharusnya yg diperbaiki dulu itu sistem tap nya biar bener ga double trs banyakin armadanya buka 24 jam baru naikin harga secara bertahap 10-28 1 Reply",zeekyra masalah mesin tempel saja kadang tidak sesuai jadi keitung double tambah kalau benar naik ribu trs mesin tempel diitung double gimana harus baik dulu sistem tempel biar benar tidak double trs banyakin armada buka jam baru naikin harga tahap,Negatif,-1
"zhiofdw jujur aku gamasalah klo dinaikin tpi coba pikiri baik2 deh, lgipun gasemua org yg dijakarta yg kerja gajinya umr ditmpnya, ada yg gajinya dibawah 2jt itu blum byr kontrakan, listrik, uang makan, uang transport, uang utk ortu, dll. 10-28 0 Reply",zhiofdw jujur gamasalah kalau dinaikin tapi coba pikir baik lgipun gasemua org dijakarta kerja gaji umr ditmpnya yang gaji bawah jt blum byr kontra listrik uang makan uang transport uang orang tua reply,Negatif,-1
"zhjzhsnso itu PP 5rbx2 10rb,, bensin 1 liter harga juga 10rb, bisa buat muter2 jakarta,, orang bakal pilih naik motor.. 🤣🤣🤣 10-27 8 Reply",zhjzhsnso pulang pergi rbx rb bensin liter harga rb buat muter jakarta orang bakal pilih naik motor,Negatif,-1
"ABAH, kami membutuhkan muuuu🥺🥺🥺🥺",abah butuh mu,Negatif,-1
abgkot goceng jir🗿,abgkot lima ribu jir,Negatif,-1
Afif Fani padahal kita bayar kenapa mereka rugi 😔😔 10-26 1 Reply,afif fani padahal bayar mereka rugi,Negatif,-1
5000 ah,ah,Negatif,-1
"3,500 ajah pake kartu 🗿",ajah pake kartu,Negatif,-1
pelajarnya tuh pelajar yang mana? apakah mahasiswa juga termasuk?,ajar ajar mana mahasiswa masuk,Negatif,-1
pelajar gimana neh... uuuu,ajar gimana neh,Negatif,-1
aku pelajar ga gratis pak😔,ajar tidak gratis,Negatif,-1
4000 ajhh😁,ajhh,Negatif,-1
al 😁😁😁 10-27 0 Reply,al,Negatif,-1
ALIGGG BGT INI,alig ini,Negatif,-1
Ya allah,allah,Negatif,-1
allahuakbar,allahuakbar,Negatif,-1
Apakabar Pelajar dan Mahasiswa ya?,apakabar ajar mahasiswa,Negatif,-1
ASN khusus jakarta kah pk,asn khusus jakarta pk,Negatif,-1
"atur aja lah pak, bapak kn panitianya 😂😭🙏",atur lah bapak kn panitia,Negatif,-1
atur se bren sek mungkin,atur se bren sek mungkin,Negatif,-1
@🦗🦋 ayok kembali ke kota ini😔,ayok ke kota,Negatif,-1
si bagas anak sekolah yang nyimak : 👁👄👁 10-30 1 Reply,bagas anak sekolah nyimak,Negatif,-1
balik ke sepeda listrik😂😂😂,balik sepeda listrik,Negatif,-1
beli motor apa ya??..coz lebih irit..,beli motor apa coz lebih irit,Negatif,-1
belum siap sir pramono ekonomi jakarta sedang baik baik saja? terima kasih semuanya god bless amin*,belum siap sir pramono ekonomi jakarta sedang baik baik terima kasih semua god bless amin,Negatif,-1
udh bener 3.500,benar,Negatif,-1
dari bis masih orange warna nya 😭,bis orange warna,Negatif,-1
blekping 😳😳😳 10-27 0 Reply,blekping,Negatif,-1
Blue Ruin lah gw tdi 2000 10-27 0 Reply,blue ruin lah tdi,Negatif,-1
cara deteksinya gimana?,cara deteksi gimana,Negatif,-1
ceyaa wkwkwkwk 10-27 0 Reply,ceyaa wkwkwkwk,Negatif,-1
chuaks,chuaks,Negatif,-1
Cindykimsss 😭😭😭 10-27 0 Reply,cindykims,Negatif,-1
Coba tny trans rugi apa untung 😁,coba tny trans rugi apa untung,Negatif,-1
nanti dari 5000menjadi sepuluh ribu,dari jadi puluh ribu,Negatif,-1
demo transjakarta is reall,demo transjakarta is reall,Negatif,-1
pak di gratisin tuh yg pensiun aja.... 😌,di gratisin yang pensiun,Negatif,-1
"difabel dan lansia ga masalah gratis, sisa nya dikaji ulang, malah orang yang bayar pajak disuruh bayar",difabel lansia tidak masalah gratis sisa kaji ulang malah orang bayar pajak suruh bayar,Negatif,-1
E. G. Yu | Author Wattpad 350rb sebulan gw. wow 10-26 1 Reply,e g yu author wattpad rb bulan wow,Negatif,-1
eh 20 tahun ? masa sih ?,eh tahun masa,Negatif,-1
Emang udh 20th?,memang th,Negatif,-1
enakk jaman anis,enakk jaman anis,Negatif,-1
fasilitas setiap busway??,fasilitas busway,Negatif,-1
yg ganggur gimana?,ganggur gimana,Negatif,-1
gara gara di demo,gara gara demo,Negatif,-1
gara gara si jule itu,gara gara jule,Negatif,-1
ini gara gara mbg,gara gara mbg,Negatif,-1
Ggk Setuju... mikir Gmna Pengguna Yg Membutuhkan.,ggk tuju mikir gmna guna butuh,Negatif,-1
goceng,lima ribu,Negatif,-1
15 golongan di gratisin wkwkwkwkwkwkwkwk,golong gratisin wkwkwkwkwkwkwkwk,Negatif,-1
"aku pengguna tije, sampai hari ini 30okt masih 3.500 kok",guna tije hari okt kok,Negatif,-1
kehabisan ide 😂,habis ide,Negatif,-1
hahaha mending oktrip gratis,hahaha mending oktrip gratis,Negatif,-1
harusnya yg gratis yg prioritas pak yg membawa anak balita apalagi seminggu 3 kali kami ke rscm membawa balita,harus gratis prioritas yang bawa anak balita minggu kali ke rscm bawa balita,Negatif,-1
@r1ssa4a hayolo 😳,hayolo,Negatif,-1
hmmmm,hm,Negatif,-1
boleh Honda beat nya kakak 🥰,honda beat kakak,Negatif,-1
hrus nya remaja jompo yang di gratiskan pakk😭😭,hrus remaja jompo di gratis pakk,Negatif,-1
huh?? ape begimane??,huh ape begimane,Negatif,-1
ibu yg bawa bayi dan balita pak,ibu bawa bayi balita,Negatif,-1
ibu rumah tangga gratis ga?,ibu rumah tangga gratis tidak,Negatif,-1
Ig: @Kidungmariya Lumayan sih 10 rebu sekali keluar rumah 10-27 0 Reply,ig lumayan rebu sekali keluar rumah,Negatif,-1
Im_Adinn masih 3.5k 10-26 1 Reply,im adinn k,Negatif,-1
oh ini hasil demo kemarin?,ini hasil demo kemarin,Negatif,-1
@Lhuellucans @Ecaa iya lg 😭😭😭,iya lg,Negatif,-1
izin bertanya armada dan halte nya makin banyak ga min?,izin tanya armada halte makin banyak tidak,Negatif,-1
jadi berapa sih,jadi berapa,Negatif,-1
jadi brp plis,jadi berapa plis,Negatif,-1
jaklinggo brp nti,jaklinggo berapa nti,Negatif,-1
jaklinggo jg byr baru ada rencana,jaklinggo jg byr baru rencana,Negatif,-1
gua jarang make tj atau kereta paling pulkam atau liburan aja😂,jarang make transjakarta kereta paling pulkam libur,Negatif,-1
Jejak😳,jejak,Negatif,-1
kalau yg g kerja bgmn nih.,kalau g kerja bgmn,Negatif,-1
Kalo pake kartu kjmu bisaa free ga??,kalau pake kartu kjmu bisaa free tidak,Negatif,-1
KLO harus steril banget sy rasa ga mungkin karena semua rute rata2 bersinggungan dengan reguler atau pengguna jalan lain,kalau steril saya rasa tidak mungkin semua rute rata singgung reguler guna jalan,Negatif,-1
kangen baik kopaja,kangen baik kopaja,Negatif,-1
kapan?,kapan,Negatif,-1
kapan geratis lagi 1 rupiah?,kapan gerat rupiah,Negatif,-1
ini kapan ya berlakunya?,kapan laku,Negatif,-1
"kasih fasilitas lebih gua terima dah, klo cmn gt gt doang naik harga mah mending gua beli bengsin aja",kasih fasilitas lebih terima dah kalau cmn gt gt doang naik harga mending beli bengsin,Negatif,-1
katanya ini smua karna anggaran jakarta dicut guys bner gak,kata smua anggar jakarta cut guys bner,Negatif,-1
kayak AI,kayak ai,Negatif,-1
saya ke.rs semiggu 3 kali pak,ke rs semiggu kali,Negatif,-1
"kira2 naik nya brapa yah,",kira naik brapa,Negatif,-1
kocag,kocag,Negatif,-1
yg komen ga keberatan paling bukan orang Jakarta awokawok,komen tidak berat paling bukan orang jakarta awokawok,Negatif,-1
Kopaja lagi aja dah,kopaja saja dah,Negatif,-1
kucluk kucluk,kucluk kucluk,Negatif,-1
kurang itu pak seharus 70rb pak🤣🤣🤣,kurang harus rb pak,Negatif,-1
4000 aja laa,laa,Negatif,-1
lahh gw pernah naek dari halte TAMAN KOTA ke KALIDERES 5.500. kalo boleh tau itu kenapa yaa?.... tap in di taman kota 3.500 + tap out di kali deres 2.000. ada yg pernah ngalamin kah sama kek gw ?,lahh pernah naik halte taman kota kalideres kalau tau kenapa yaa tempel in taman kota tempel out kali deres yang pernah ngalamin sama saya,Negatif,-1
@berryran🫐 nih liat,lihat,Negatif,-1
luar jkt nyimak,luar jkt nyimak,Negatif,-1
mahasiswa masukin golongan gratis bisa gx pak,mahasiswa masukin golong gratis gx,Negatif,-1
@kayll♏ mana kuliah pake tj kau,mana kuliah pake transjakarta kau,Negatif,-1
mang TJ udh 20thn ya?,mang transjakarta thn,Negatif,-1
minimal 4 ribu dulu ga si,minimal ribu dulu tidak,Negatif,-1
Minta tolong banget sama pihak TJ kalo musim hujan AC nya itu loh dikecilin🙏🏻😩😩,minta banget sama pihak transjakarta kalau musim hujan ac itu dikecilin,Negatif,-1
misal dari palmerah ke spark kena 5k😭,misal palmerah spark kena k,Negatif,-1
"Mas Mono Apa kabar dana deposito 14, 6T masih aman Bunganya 😂😂",mono apa kabar dana deposito masih aman bunga,Negatif,-1
namsayin' Nego ke 4000 deh 10-28 0 Reply,namsayin nego deh,Negatif,-1
ngopi 50 ribu,ngopi ribu,Negatif,-1
ninggalin jejak ahh🗿🗿,ninggalin jejak ahh,Negatif,-1
harus noceng,noceng,Negatif,-1
non Masih wacana kan? Bisa jadi bisa ngga? Atau udh pasti jadi? 10-29 0 Reply,non wacana jadi bisa ngga sudah jadi,Negatif,-1
"loh ternyata tj 20 tahun lalu, dari Thun 2005 dong ya😭",nyata transjakarta tahun lalu thun ya,Negatif,-1
orang mau di gratisin kayak jeklingko,orang mau gratisin kayak mikrotrans,Negatif,-1
pajak ituu🤣,pajak ituu,Negatif,-1
pajak nya kurangin,pajak rangin,Negatif,-1
pake AI lgi,pake ai lgi,Negatif,-1
Pake bunga bank dari uang yang mengendap triliunan itu harusnya uda bisa bantu pemasukan pemda sihhhh. Ya kecuali kalau uangnya pada masuk kantong sendiri🤪🤪🤪🤪,pake bunga bank uang endap triliun harus uda bantu pasu pemda ya kalau uang masuk kantong sendiri,Negatif,-1
pake tarif perKM pak kyk KRL..,pake tarif perkm kyk krl,Negatif,-1
yang pake kartu KJP 🗿,pake kartu kjp,Negatif,-1
aku pake kendaraan sendiri aja deh,pake kendara sendiri deh,Negatif,-1
pake motor,pake motor,Negatif,-1
pake motor lagi dah,pake motor dah,Negatif,-1
terpantau banyak komen buzzer😳,pantau banyak komen buzzer,Negatif,-1
"ini pasti gara gara ortu gw, maen ke jakarta aja susah dapet izinnyq, makanya udah ky orang ketinggalan",pasti gara gara orang tua maen jakarta susah dapet izinnyq makanya udah ky orang tinggal,Negatif,-1
ini pasti gubernur nya kader PDIP😂,pasti gubernur kader pdip,Negatif,-1
peduli apahh gw tinggal naik angkot jaklingko gratis wee😜😂,peduli apahh tinggal naik mikrotrans mikrotrans gratis wee,Negatif,-1
gw penasaran deh untuk yang pelajar itu gratisnya untuk golongan pelajar yang mana deh? kok kayaknya gw ga pernah denger teknis dari tarif gratis buat pelajar tuh? ada yang bisa jelasin?,penasaran ajar gratis untuk golong ajar mana kok kayak tidak pernah denger teknis tarif gratis buat ajar ada bisa jelasin,Negatif,-1
ini per kapan yaaa helpp??,per kapan helpp,Negatif,-1
"pernah ngalamin masih bayar 3500 ..di kembaliin 1500 ,😁",pernah ngalamin bayar kembaliin,Negatif,-1
pernah singgah sebulan disana masih make karcis 😬,pernah singgah bulan sana make karcis,Negatif,-1
@dump person aaaaa,person a,Negatif,-1
pertama min🗿,pertama,Negatif,-1
Pertama kali naik TJ msh 2500,pertama kali naik transjakarta,Negatif,-1
di pikir2 lagi pak.,pikir pak,Negatif,-1
plissss kalo 5000 seenggaknya kalo pindah nonBRT ke BRT bayarnya sekali aja:(,plis kalau enggak kalau pindah nonbrt brt bayar sekali,Negatif,-1
"itu PNS jangan digratisin donk, masa kalah yg gajinya UMR tetep bayar wkwkkw",pns jangan digratisin donk masa kalah gaji umr tetep bayar wkwkkw,Negatif,-1
pokok nya kalo pagi harus 2 rebu aja wkwk,pokok kalau pagi rebu,Negatif,-1
"14.000 Pp tambah angkot 12.000 = 26.000 x 22 = 572.000. pengeluaran terbaru, kita yg bayarin TNI dan ASN pemprof DKi, biar Duit pemda tdk terkuras habis buat 15 gol yg gratis",pulang pergi tambah mikrotrans x keluar baru bayarin tni asn pemprof dki duit pemda tdk kuras habis buat gol yang gratis,Negatif,-1
"pp 7000x2 jadi 14rb. yowis balik lagi naik motor, pp cuma 15rb. selisih seribu👏👏",pulang pergi x jadi rb yowis balik naik motor pulang pergi cuma rb selisih ribu,Negatif,-1
oh prestasi gubernur ini jadinya 🗿,prestasi gubernur jadi,Negatif,-1
promono mulai beraksi😂😂😂,promono mulai aksi,Negatif,-1
promono wkwkkwkw,promono wkwkkwkw,Negatif,-1
purbaya gimana nih🗿,purbaya gimana,Negatif,-1
rainpersephone plis gratisin mahasiswa 11-1 0 Reply,rainpersephone plis gratisin mahasiswa,Negatif,-1
7rb mdgn naek grab dan kereta pak,rb mdgn naik grab kereta,Negatif,-1
7 rb mending naik grab hemat wkwkw🤭,rb mending naik grab hemat wkwkw,Negatif,-1
7rb sama aja tarif bike hemat 😅,rb sama tarif bike hemat,Negatif,-1
"5 rb itu sebenernya masih murah, tp kebanyakan yg naik TJ kayaknya pendapatannya msh gak sebesar itu jd tarif 5rb berdampak juga. PR utama ya dikesejahteraan pekerka dgn gaji yg gak seberapa pdhl udhl 2025 dan kerja di ibu kota. TJ udh lama bgt pertahanin tarif 3.500, tp kalo dinaikin 5rb tetep berasa dampaknya, opiniku aja. jdnya kayak serba salah 2 sisi sih, krn dr awal kesejahteraan pekerja yg gak sejahtera 🥲",rb sebenernya murah tapi banyak naik transjakarta kayak dapat gak besar jd tarif rb dampak pr utama sejahtera pekerka gaji gak berapa pdhl udhl kerja ibu kota transjakarta lama pertahanin tarif tapi kalau dinaikin rb tetep asa dampak opini jdnya kayak serba salah sisi karena dr awal sejahtera kerja gak sejahtera,Negatif,-1
50rbu. baru cocok. krna dasarnya kan merugi. 😁😁😁😁,rbu baru cocok krna dasar rugi,Negatif,-1
Redhua08 Problemnya adalah semua naik tapi upah perkapita gak naik…jadinya kayak berat banget pedahal inflasi mah harus udah masuk ekspetasi 10-28 0 Reply,redhua problem semua naik tapi upah kapita naik jadi kayak berat pedahal inflasi harus udah masuk ekspetasi,Negatif,-1
Rencana mulai kapan nih?,rencana mulai kapan,Negatif,-1
d 😁😁😁 10-27 0 Reply,reply,Negatif,-1
"Rezeki abang gojek nih. Kalo tarif segitu maap gak dulu, gue naik tj gak ujung ke ujung soalnya🙏🏻🥺",rezeki abang gojek kalau tarif segitu maap dulu gue naik transjakarta ujung ujung soal,Negatif,-1
Rezekyshop24 Lu gak ngerasin kerja pp naik tj tiap hari berasa kalo di itung2 10-27 5 Reply,rezekyshop kamu ngerasin kerja pulang pergi naik transjakarta tiap hari asa kalau itung,Negatif,-1
5000 aja.. 05'00 s/d 07'00 = 2500 07'00 s/d 05'00 = 5000,s s,Negatif,-1
sabby SALDO GUE AJA SEKALI KEPOTONG 2 KALI TERUS? WTF?! TOLONG DONG DIPERHATIIN LAGI! 10-28 1 Reply,sabby uang gue sekali potong kali terus wtf dong diperhatiin reply,Negatif,-1
TANPA DISADARI SAMA WARGA JAKARTA PBB RUMAH KALIAN UDAH MULAI BAYAR SEJAK 2024. DAN MENGALAMI KENAIKAN 100% DI 2025.. 😌😌,sadar sama warga jakarta pbb rumah kalian udah mulai bayar sejak alami naik,Negatif,-1
sanasnatasha please jgn kepotong tap2x ya 🥺 10-27 0 Reply,sanasnatasha please potong tapx reply,Negatif,-1
santri: alamak makanan ni😹,santri alamak makan ni,Negatif,-1
sapa min,sapa,Negatif,-1
sapaaaaa 😁😁😁 10-27 0 Reply,sapa,Negatif,-1
saya saut cucu nya Jokowi,saut cucu jokowi,Negatif,-1
menurut gua si ke 4000 juga udah cukup,saya ke udah cukup,Negatif,-1
"dari SD sampai lulus SMP naik Tj kmn mnaa Tj, sekarang udh SMA pake motor jadi kangen",sd lulus smp naik transjakarta kmn mnaa transjakarta sekarang sma pake motor jadi kangen,Negatif,-1
sdngkn wkt datang sering telat bagaimana cara mengatasinya,sdngkn wkt datang sering telat bagaimana cara atas,Negatif,-1
sekalian aj angkot kembali zaman dulu,sekali mikrotrans zaman dulu,Negatif,-1
sekarang berapakah?,sekarang berapa,Negatif,-1
"sekarang kan pengguna tj udah terbiasa tap in dan tap out, tarifnya gag mau dihitung per kilometer aja gitu kayak krl, jadi jauh dekat beda tarifnya...tetap ada subsidi tapi menyesuaikan jaraknya",sekarang guna transjakarta udah biasa tempel in tempel out tarif gag mau hitung per kilometer gitu kayak krl jadi jauh dekat beda tarif tetap subsidi tapi sesuai jarak,Negatif,-1
Sekarang naik TJ tunggu perayaan indo jadi Rp.0 sajaa..😌🙏,sekarang naik transjakarta tunggu raya indo jadi rp sajaa,Negatif,-1
sekrang udah berlaku kah tarif 5000nya??,sekrang udah laku tarif,Negatif,-1
selamat makin macet jakartaa... ayo genk motor keluarkan motor2 andaa,selamat makin macet jakartaa ayo genk motor keluar motor andaa,Negatif,-1
"semangat teruss temen"" pejuang jakarta btw ada yang pernah liat aku belom di tj😭",semangat teruss temen juang jakarta btw yang pernah lihat bom transjakarta,Negatif,-1
semuanya terlihat b aja sebelum rachel seinenna komen,semua lihat b belum rachel seinenna komen,Negatif,-1
ini serius??,serius,Negatif,-1
sha tai 10-27 0 Reply,sha tai,Negatif,-1
siap2 KRL lebih penuh dari biasanya 😓.,siap krl lebih penuh biasa,Negatif,-1
siap2 motor laris manis lagi,siap motor laris manis,Negatif,-1
siap2 aja sepi😂,siap sepi,Negatif,-1
@♡ siap siap,siap siap,Negatif,-1
siap siap krl pun melonjak,siap siap krl lonjak,Negatif,-1
"Siap-siap! semua berita indonesia segera pakai ai, tak lagi animasi!",siap siap semua berita indonesia segera pakai ai tak animasi,Negatif,-1
Siap sii tp yg gajinya ga umr :),siap sii tapi gaji tidak umr,Negatif,-1
siapa yg noblos pramono😁😁,siapa noblos pramono,Negatif,-1
siapa yg pilih ayo😁😁😁,siapa pilih ayo,Negatif,-1
4000 sja,sja,Negatif,-1
loh skrng jadi gocengg?,skrng jadi gocengg,Negatif,-1
Smg umr nya naik juga yahh 😂,smg umr naik yahh,Negatif,-1
sneyumnya sumringah bgt bu,sneyumnya sumringah bu,Negatif,-1
soalnya kemaren ada yg nyaranin naik,soal kemaren yang nyaranin naik,Negatif,-1
SonyCorp padahal pakai bus listrik . dki subsidi lah kan gede apbd nya 10-25 2 Reply,sonycorp padahal pakai bus listrik dki subsidi lah gede apbd reply,Negatif,-1
stop penggunaan AI pls,stop guna ai pls,Negatif,-1
Stop pake ai!,stop pake ai,Negatif,-1
STRESS,stress,Negatif,-1
stressss,stres,Negatif,-1
Subsidinya berarti buat ASN ?? 😏,subsidi arti buat asn,Negatif,-1
Subsidi dulu pak sampai penggangguran berkurang dan ekonomi sedikit membaik,subsidi dulu sampai penggangguran kurang ekonomi sedikit baik,Negatif,-1
"Subsidi lebih dr 9000 itu udah lama kali. Daripada naikin tarik mending perbaiki skema 3 jam jaklingko, ganti unit luar jkt dgn lowdeck, hapus tarif 2000. Pengadaan unit EV harusnya jg nurunin subsidi jg kan ?",subsidi lebih dr udah lama kali naikin tarik mending baik skema jam mikrotrans ganti unit luar jkt lowdeck hapus tarif ada unit ev harus jg nurunin subsidi jg,Negatif,-1
suruh bayar semua 3.500 doang,suruh bayar semua doang,Negatif,-1
@sayasuka susu,susu,Negatif,-1
"sweetmachikato tolong pajak pajak yg kita bayar ini juga harusnya dipake untuk ngecover harga transum, pajak kita udah besar pak. 10-28 0 Reply",sweetmachikato pajak pajak bayar juga harus dipake ngecover harga transportasi umum pajak kita udah besar reply,Negatif,-1
@transjakarta syarat gratis lansia ?,syarat gratis lansia,Negatif,-1
"Tahun depan ajan klu memang tudak bisa diubah keputusannya, naiknya 500 rupiah aja 3500 jadi 4000",tahun depan ajan klu memang tudak ubah putus naik rupiah jadi,Negatif,-1
20 tahun? emang udah dari tahun 2005 ya? aku malah baru tahu. 😅,tahun memang udah tahun saya malah baru tahu,Negatif,-1
20 tahun lo?,tahun kamu,Negatif,-1
Tandain orang dan partainya buat pilkada mendatang,tandain orang partai buat pilkada datang,Negatif,-1
"pertanyaan saya adalah.. ngapain ASN, TNI, Polri di free kannn?????",tanya adalah ngapain asn tni polri free,Negatif,-1
"Tapcash bni,masih,saya simpan dari tahun 2015 samoai saat ini.",tapcash bni saya simpan tahun samoai ini,Negatif,-1
tapi armada jak 64 tambahin plis,tapi armada jak tambahin plis,Negatif,-1
7000 tp bolak balik yaaa😅,tapi bolak balik,Negatif,-1
tpi sebulan ye jgn cmn sehari doang biar kek pktn kl perlu selamanya gw bayar kok langganan nya🗿,tapi bulan ye cmn hari doang seperti pktn kalau perlu lama bayar langgan,Negatif,-1
tapi katanya ASN gratis ya?,tapi kata asn gratis,Negatif,-1
Tpi krl 5-6rb,tapi krl rb,Negatif,-1
Tapi lupa Nakes ga gratis 😌,tapi lupa nakes tidak gratis,Negatif,-1
TPI skrg lama datangnya karena macet x iyaa dia,tapi skrg lama datang macet x iyaa,Negatif,-1
TasyaLP transum 3.500ku🥺 10-27 0 Reply,tasyalp transportasi umum ku,Negatif,-1
"kak tau ga, di bali transum tapi dikit bgt yang naik.. dari bayar sampe gratis juga tetep ga serame di jkt, dibali malah dipake buat jalan2 bukan buat kerja😭🙏🏻",tau tidak bal transportasi umum tapi sedikit yang naik bayar sampe gratis tetep tidak serame jkt bal malah dipake buat jalan bukan buat kerja,Negatif,-1
tayo medan yang emg 5K: 🫨🫨🫨🫨,tayo medan emg k,Negatif,-1
tekang kalian gamau tag pengurusnya langsung guyss🥹 10-30 0 Reply,tekang kalian gamau tag urus langsung guyss,Negatif,-1
min tap kartu nya pake kartu kip boleh gasih???🥰,tempel kartu pake kartu kip gasih,Negatif,-1
thea's here(●´∀｀●)∩ wah geloo 10-27 0 Reply,thea s here wah geloo,Negatif,-1
thn 2005😳,thn,Negatif,-1
THN 2014..naik Transjakarta Grogol ke Ciawi 16rb..dulu..,thn naik transjakarta grogol ciawi rb dulu,Negatif,-1
"yg tiap hri pp tambun jakpus , bensin ngisi bsa 2hri sekali 🗿",tiap hri pulang pergi tambun jakpus bensin ngisi bsa hri sekali,Negatif,-1
boleh ga si ada harga pelajaran nya 😂,tidak ada harga ajar,Negatif,-1
"Ga tau kenapa ga mikir jaklingko aja yang di kenain tarif ga si? Soalnya jaklingko kalau penuh ga berdiri dah sesuai kapasitasnya. Tapi kalau tj biasanya di paksa karna armandsnya dikit dan kadang tinggal 1 itu terhakir kalau egk lama lagi 1,5 jam ☺ga tau si maap kalau salah berpikir",tidak kenapa tidak mikir mikrotrans yang kenain tarif tidak soal mikrotrans kalau penuh tidak diri dah sesuai kapasitas tapi kalau transjakarta biasa paksa armandsnya sedikit kadang tinggal terhakir kalau egk lama jam tidak si maap kalau salah pikir,Negatif,-1
ga ada kerjaan lain pak..😂😂🤣,tidak kerja pak,Negatif,-1
